Date;Time;Module Address;Module Command;Value1;Value2;Value3;Value4
2023-04-12;07:16:54;1;1;49;1925;510304273;134350064
2023-04-12;07:16:55;1;0;48;1407;43442;995115
2023-04-12;07:16:55;1;2;34;1278;53028;11
2023-04-12;07:16:55;1;1;49;1922;510304311;134350142
2023-04-12;07:16:56;1;0;48;1419;43273;995138
2023-04-12;07:16:56;1;2;34;1299;53097;11
2023-04-12;07:16:56;1;1;49;1920;510304346;134350230
2023-04-12;07:16:57;1;0;48;1424;43258;995164
2023-04-12;07:16:57;1;2;34;1322;53204;11
2023-04-12;07:16:57;1;1;49;1940;510304251;134350198
2023-04-12;07:16:58;1;0;48;1415;43360;995149
2023-04-12;07:16:58;1;2;34;1322;53265;11
2023-04-12;07:16:58;1;1;49;1948;510304202;134350167
2023-04-12;07:16:59;1;0;48;1418;43292;995210
2023-04-12;07:16:59;1;2;34;1336;53349;11
2023-04-12;07:16:59;1;1;49;1954;510304171;134350132
2023-04-12;07:17:00;1;101;2023-04-12;07:17:00
2023-04-12;07:17:00;1;0;48;1413;43358;995096
2023-04-12;07:17:00;1;2;34;1334;53379;11
2023-04-12;07:17:00;1;1;49;1965;510304107;134350074
2023-04-12;07:17:01;1;0;48;1418;43403;995156
2023-04-12;07:17:01;1;2;34;1342;53425;11
2023-04-12;07:17:01;1;1;49;1972;510304068;134350037
2023-04-12;07:17:02;1;0;48;1422;43508;995111
2023-04-12;07:17:02;1;2;34;1358;53448;11
2023-04-12;07:17:02;1;1;49;1975;510304056;134350047
2023-04-12;07:17:03;1;0;48;1430;43455;995162
2023-04-12;07:17:03;1;2;34;1384;53471;11
2023-04-12;07:17:04;1;0;48;1435;43653;995090
2023-04-12;07:17:04;1;2;34;1395;53494;11
2023-04-12;07:17:04;1;1;49;1988;510303986;134349993
2023-04-12;07:17:05;1;0;48;1412;43609;995149
2023-04-12;07:17:05;1;2;34;1355;53371;11
2023-04-12;07:17:05;1;1;49;1996;510303938;134349954
2023-04-12;07:17:06;1;0;48;1405;43612;995134
2023-04-12;07:17:06;1;2;34;1327;53295;11
2023-04-12;07:17:06;1;1;49;2010;510303860;134349888
