datetime,t,rh,p,t_det,rh_det,p_det,t_tap,rh_tap,p_tap
2023-07-08 14:42:46,39.23,18.145,1005.528,1.9083282429108266,-1.8954515256243667,0.15829204459123503,1.9083282429108266,-1.8954515256243667,0.15829204459123503
2023-07-08 14:42:47,39.08,18.309,1005.499,1.7585483921936031,-1.7314852046466278,0.12935926748798465,1.7585483921936031,-1.7314852046466278,0.12935926748798465
2023-07-08 14:42:48,39.0,18.38,1005.472,1.678768541476387,-1.6605188836688924,0.10242649038480067,1.678768541476387,-1.6605188836688924,0.10242649038480067
2023-07-08 14:42:49,39.01,18.338,1005.415,1.6889886907591602,-1.702552562691153,0.04549371328164398,1.6889886907591602,-1.702552562691153,0.04549371328164398
2023-07-08 14:42:50,39.07,18.448,1005.51,1.7492088400419448,-1.5925862417134162,0.14056093617853094,1.7492088400419448,-1.5925862417134162,0.14056093617853094
2023-07-08 14:42:51,39.07,18.394,1005.537,1.74942898932472,-1.6466199207356809,0.16762815907543427,1.74942898932472,-1.6466199207356809,0.16762815907543427
2023-07-08 14:42:52,39.01,18.488,1005.545,1.6896491386074928,-1.5526535997579423,0.17569538197221846,1.6896491386074928,-1.5526535997579423,0.17569538197221846
2023-07-08 14:42:53,38.85,18.257,1005.507,1.5298692878902784,-1.783687278780203,0.13776260486895353,1.5298692878902784,-1.783687278780203,0.13776260486895353
2023-07-08 14:42:55,38.8,18.16,1005.476,1.4800894371730493,-1.8807209578024668,0.10682982776586414,1.4800894371730493,-1.8807209578024668,0.10682982776586414
2023-07-08 14:42:56,38.76,18.233,1005.481,1.4403095864558253,-1.8077546368247255,0.11189705066271927,1.4403095864558253,-1.8077546368247255,0.11189705066271927
2023-07-08 14:42:57,38.82,18.458,1005.502,1.5005297357386098,-1.5827883158469902,0.1329642735595371,1.5005297357386098,-1.5827883158469902,0.1329642735595371
2023-07-08 14:42:58,38.85,18.364,1005.499,1.530749885021386,-1.6768219948692504,0.13003149645646772,1.530749885021386,-1.6768219948692504,0.13003149645646772
2023-07-08 14:42:59,38.84,18.62,1005.564,1.5209700343041632,-1.4208556738915128,0.19509871935326828,1.5209700343041632,-1.4208556738915128,0.19509871935326828
2023-07-08 14:43:00,38.81,18.543,1005.485,1.4911901835869443,-1.4978893529137771,0.11616594225006338,1.4911901835869443,-1.4978893529137771,0.11616594225006338
2023-07-08 14:43:01,38.82,18.48,1005.446,1.5014103328697175,-1.5609230319360385,0.07723316514693579,1.5014103328697175,-1.5609230319360385,0.07723316514693579
2023-07-08 14:43:02,38.89,18.291,1005.512,1.571630482152493,-1.7499567109583012,0.1433003880437127,1.571630482152493,-1.7499567109583012,0.1433003880437127
2023-07-08 14:43:03,38.96,18.315,1005.495,1.6418506314352754,-1.7259903899805629,0.1263676109406333,1.6418506314352754,-1.7259903899805629,0.1263676109406333
2023-07-08 14:43:04,39.01,18.36,1005.526,1.6920707807180477,-1.6810240690028273,0.15743483383744206,1.6920707807180477,-1.6810240690028273,0.15743483383744206
2023-07-08 14:43:05,39.05,18.415,1005.511,1.7322909300008291,-1.6260577480250902,0.14250205673431537,1.7322909300008291,-1.6260577480250902,0.14250205673431537
2023-07-08 14:43:06,39.02,18.381,1005.506,1.7025110792836102,-1.6600914270473517,0.1375692796310659,1.7025110792836102,-1.6600914270473517,0.1375692796310659
2023-07-08 14:43:07,38.96,18.262,1005.467,1.642731228566383,-1.779125106069614,0.09863650252793832,1.642731228566383,-1.779125106069614,0.09863650252793832
2023-07-08 14:43:08,38.88,18.398,1005.559,1.562951377849167,-1.6431587850918774,0.19070372542478253,1.562951377849167,-1.6431587850918774,0.19070372542478253
2023-07-08 14:43:09,38.83,18.416,1005.473,1.513171527131938,-1.6251924641141393,0.10477094832162948,1.513171527131938,-1.6251924641141393,0.10477094832162948
2023-07-08 14:43:10,38.78,18.372,1005.516,1.463391676414716,-1.6692261431364024,0.14783817121849552,1.463391676414716,-1.6692261431364024,0.14783817121849552
2023-07-08 14:43:11,38.72,18.465,1005.513,1.4036118256974959,-1.576259822158665,0.14490539411542613,1.4036118256974959,-1.576259822158665,0.14490539411542613
2023-07-08 14:43:12,38.74,18.413,1005.502,1.4238319749802741,-1.6282935011809272,0.13397261701209118,1.4238319749802741,-1.6282935011809272,0.13397261701209118
2023-07-08 14:43:13,38.64,18.452,1005.513,1.3240521242630479,-1.5893271802031883,0.1450398399090318,1.3240521242630479,-1.5893271802031883,0.1450398399090318
2023-07-08 14:43:14,38.69,18.326,1005.508,1.3742722735458273,-1.7153608592254521,0.14010706280589602,1.3742722735458273,-1.7153608592254521,0.14010706280589602
2023-07-08 14:43:15,38.74,18.317,1005.419,1.4244924228286067,-1.724394538247715,0.05117428570270022,1.4244924228286067,-1.724394538247715,0.05117428570270022
2023-07-08 14:43:16,38.72,18.541,1005.504,1.4047125721113787,-1.5004282172699774,0.13624150859959627,1.4047125721113787,-1.5004282172699774,0.13624150859959627
2023-07-08 14:43:17,38.71,18.402,1005.468,1.394932721394163,-1.6394618962922394,0.10030873149639774,1.394932721394163,-1.6394618962922394,0.10030873149639774
2023-07-08 14:43:18,38.75,18.594,1005.52,1.4351528706769372,-1.4474955753144982,0.15237595439316465,1.4351528706769372,-1.4474955753144982,0.15237595439316465
2023-07-08 14:43:19,38.83,18.416,1005.492,1.5153730199597177,-1.6255292543367617,0.12444317729000431,1.5153730199597177,-1.6255292543367617,0.12444317729000431
2023-07-08 14:43:20,38.78,18.553,1005.497,1.4655931692424957,-1.4885629333590238,0.12951040018685944,1.4655931692424957,-1.4885629333590238,0.12951040018685944
2023-07-08 14:43:21,38.66,18.57,1005.464,1.3458133185252663,-1.471596612381287,0.09657762308381734,1.3458133185252663,-1.471596612381287,0.09657762308381734
2023-07-08 14:43:21,38.63,18.515,1005.523,1.3160334678080545,-1.5266302914035492,0.1556448459806461,1.3160334678080545,-1.5266302914035492,0.1556448459806461
2023-07-08 14:43:22,38.6,18.354,1005.463,1.2862536170908285,-1.6876639704258132,0.09571206887744665,1.2862536170908285,-1.6876639704258132,0.09571206887744665
2023-07-08 14:43:23,38.58,18.62,1005.484,1.2664737663736005,-1.421697649448074,0.1167792917742645,1.2664737663736005,-1.421697649448074,0.1167792917742645
2023-07-08 14:43:24,38.53,18.628,1005.517,1.2166939156563856,-1.4137313284703374,0.14984651467113963,1.2166939156563856,-1.4137313284703374,0.14984651467113963
2023-07-08 14:43:25,38.46,18.593,1005.488,1.1469140649391605,-1.4487650074926002,0.12091373756800294,1.1469140649391605,-1.4487650074926002,0.12091373756800294
2023-07-08 14:43:26,38.33,18.716,1005.484,1.017134214221933,-1.3257986865148617,0.11698096046484352,1.017134214221933,-1.3257986865148617,0.11698096046484352
2023-07-08 14:43:27,38.26,18.67,1005.474,0.947354363504715,-1.3718323655371236,0.10704818336171229,0.947354363504715,-1.3718323655371236,0.10704818336171229
2023-07-08 14:43:28,38.27,18.479,1005.491,0.9575745127874953,-1.5628660445593887,0.12411540625851103,0.9575745127874953,-1.5628660445593887,0.12411540625851103
2023-07-08 14:43:29,38.17,18.37,1005.466,0.857794662070269,-1.6718997235816495,0.09918262915539344,0.857794662070269,-1.6718997235816495,0.09918262915539344
2023-07-08 14:43:30,38.1,18.398,1005.474,0.788014811353051,-1.6439334026039134,0.10724985205217763,0.788014811353051,-1.6439334026039134,0.10724985205217763
2023-07-08 14:43:31,38.03,18.257,1005.5,0.7182349606358258,-1.7849670816261742,0.13331707494899092,0.7182349606358258,-1.7849670816261742,0.13331707494899092
2023-07-08 14:43:32,38.01,18.246,1005.475,0.6984551099186049,-1.7960007606484396,0.10838429784587333,0.6984551099186049,-1.7960007606484396,0.10838429784587333
2023-07-08 14:43:33,37.93,18.413,1005.521,0.6186752592013818,-1.6290344396707006,0.15445152074266844,0.6186752592013818,-1.6290344396707006,0.15445152074266844
2023-07-08 14:43:34,37.88,18.219,1005.49,0.5688954084841598,-1.8230681186929623,0.12351874363957904,0.5688954084841598,-1.8230681186929623,0.12351874363957904
2023-07-08 14:43:35,37.88,18.272,1005.462,0.569115557766942,-1.7701017977152276,0.09558596653641871,0.569115557766942,-1.7701017977152276,0.09558596653641871
2023-07-08 14:43:36,37.8,18.567,1005.452,0.48933570704971174,-1.4751354767374885,0.0856531894331738,0.48933570704971174,-1.4751354767374885,0.0856531894331738
2023-07-08 14:43:37,37.71,18.436,1005.407,0.3995558563324906,-1.6061691557597513,0.040720412330074396,0.3995558563324906,-1.6061691557597513,0.040720412330074396
